source_cluster_id,target_cluster_id,relation_type,description,source_trigger,source_summary,target_trigger,target_summary,confidence_score,explanation,evidence_type,source_trigger_arguments,target_trigger_arguments,source_trigger_time,target_trigger_time,source_agent,target_agent,source_location,target_location,source_lat,source_lon,target_lat,target_lon
32266,20644,happens_before,,China's maritime claims,"China has been increasingly assertive about its claims in the South China Sea, causing regional tensions with Southeast Asian countries that have overlapping claims.",maritime claims,"China's extensive territorial claims in the South China Sea, including contested areas like the Second Thomas Shoal, have led to international tensions.",0.772571682929992,Event 'China's maritime claims' happens_before Event 'maritime claims' via COMET: 'China's claim to the sea',comet_happens_before,,"{'agent': 'China', 'object': 'South China Sea', 'location': 'South China Sea', 'time': 'Ongoing', 'counterpart': 'Philippines', 'impact_summary': 'Heightened tensions with the Philippines and regional instability due to competing maritime claims.', 'cause': ""China's aggressive territorial expansion strategies""}",,Ongoing,,China,,South China Sea,,,15.0000001,114.9999999
32266,25239,happens_before,,China's maritime claims,"China has been increasingly assertive about its claims in the South China Sea, causing regional tensions with Southeast Asian countries that have overlapping claims.",2016 ruling by the Permanent Court of Arbitration,A 2016 ruling by the Permanent Court of Arbitration found that China's claims over the South China Sea lacked legal basis.,0.7421460151672361,Event 'China's maritime claims' happens_before Event '2016 ruling by the Permanent Court of Arbitration' via COMET: 'China's claim to the sea',comet_happens_before,,,,,,,,,,,,
32266,27234,happens_before,,China's maritime claims,"China has been increasingly assertive about its claims in the South China Sea, causing regional tensions with Southeast Asian countries that have overlapping claims.",claims sovereignty over nearly all of the South China Sea,"China's sovereignty claims in the South China Sea are disputed by an international tribunal ruling, fueling regional tensions.",0.7388864159584041,Event 'China's maritime claims' happens_before Event 'claims sovereignty over nearly all of the South China Sea' via COMET: 'China's claim to the sea',comet_happens_before,,,,,,,,,,,,
32305,25670,happens_before,,rare meeting at the Pentagon,China's ambassador to the United States held a rare meeting at the Pentagon for security-related talks amid rising US-China tensions.,US President Joe Biden and Chinese President Xi Jinping are expected to meet,US and Chinese leaders are set to meet to address tensions impacting their economies and trade.,0.783474624156951,Event 'rare meeting at the Pentagon' happens_before Event 'US President Joe Biden and Chinese President Xi Jinping are expected to meet' via COMET: 'China to have a meeting with the US',comet_happens_before,,,,,,,,,,,,
32463,3210,happens_before,,China has ramped up military exercises,"China has increased its military exercises around Taiwan, raising concerns of a potential conflict over the island.",staged two rounds of major exercises,"China conducted extensive military exercises around Taiwan in 2024, labeled Joint Sword - 2024A and 2024B, as part of escalation strategies.",0.7595667839050291,Event 'China has ramped up military exercises' happens_before Event 'staged two rounds of major exercises' via COMET: 'China's military exercises',comet_happens_before,,"{'agent': 'Chinese military', 'object': 'Taiwanese borders', 'location': 'Around Taiwan', 'time': 'May and October 2024', 'counterpart': None, 'impact_summary': 'Heightened military alertness and potential risk of armed conflict in the region.', 'cause': 'Part of a strategy to exert military pressure and intimidation on Taiwan'}",,May and October 2024,,Chinese military,,Around Taiwan,,,24.8564725,121.8228012
32463,4704,happens_before,,China has ramped up military exercises,"China has increased its military exercises around Taiwan, raising concerns of a potential conflict over the island.",China increased military pressure,"China has increased its military activities around Taiwan by deploying fighter jets and warships, simulating attacks, and practising blockade strategies.",0.7099554538726801,Event 'China has ramped up military exercises' happens_before Event 'China increased military pressure' via COMET: 'China is threatening to invade Taiwan',comet_happens_before,,,,,,,,,,,,
32463,6050,happens_before,,China has ramped up military exercises,"China has increased its military exercises around Taiwan, raising concerns of a potential conflict over the island.",held two days of war games around the island,China conducted military exercises around Taiwan as a response to Taiwanese President Lai Ching-te's inauguration speech.,0.7441108226776121,Event 'China has ramped up military exercises' happens_before Event 'held two days of war games around the island' via COMET: 'China's military exercises',comet_happens_before,,"{'agent': 'Chinese military', 'object': 'Taiwan', 'location': 'Around Taiwan', 'time': 'May 2024', 'counterpart': None, 'impact_summary': ""The exercises heightened tensions in the region, sparking international concern over China's intentions."", 'cause': ""Taiwanese President's inauguration speech perceived as separatist by China""}",,May 2024,,Chinese military,,Around Taiwan,,,24.8564725,121.8228012
32463,9936,happens_before,,China has ramped up military exercises,"China has increased its military exercises around Taiwan, raising concerns of a potential conflict over the island.",ramped up military activities,"China has increased military activities around Taiwan, including war games to express its disapproval of Taiwan's international engagements.",0.7128272056579591,Event 'China has ramped up military exercises' happens_before Event 'ramped up military activities' via COMET: 'China is threatening to invade Taiwan',comet_happens_before,,"{'agent': 'China', 'object': 'military activities', 'location': 'Around Taiwan', 'time': 'In the past five years, including May 2024', 'counterpart': None, 'impact_summary': ""The increased military presence is a warning against what China views as 'separatist acts' by Taiwan."", 'cause': ""Taiwan's leader's engagements with foreign countries and officials.""}",,"In the past five years, including May 2024",,China,,Around Taiwan,,,24.8564725,121.8228012
32463,18834,happens_before,,China has ramped up military exercises,"China has increased its military exercises around Taiwan, raising concerns of a potential conflict over the island.",wrapped up their largest annual military exercises,Cambodia and China concluded their biggest annual military exercises involving several Chinese warships and hundreds of military personnel.,0.7020331621170041,Event 'China has ramped up military exercises' happens_before Event 'wrapped up their largest annual military exercises' via COMET: 'China's military exercises',comet_happens_before,,"{'agent': 'Cambodia and China', 'object': 'military personnel and warships', 'location': 'Cambodia', 'time': '2024-05-29', 'counterpart': None, 'impact_summary': 'Enhanced military collaboration which may elevate regional security concerns.', 'cause': 'Strengthening Cambodia-China military ties'}",,2024-05-29,,Cambodia and China,,Cambodia,,,12.5433216,104.8144914
32463,21870,happens_before,,China has ramped up military exercises,"China has increased its military exercises around Taiwan, raising concerns of a potential conflict over the island.",stepped up its military and political pressure,"China intensifies its military and political pressure on Taiwan, viewing it as a part of sovereign Chinese territory.",0.7455033063888551,Event 'China has ramped up military exercises' happens_before Event 'stepped up its military and political pressure' via COMET: 'China is threatening to invade Taiwan',comet_happens_before,,"{'agent': 'China', 'object': 'Taiwan', 'location': 'Taiwan Strait', 'time': '2025-02-03', 'counterpart': None, 'impact_summary': 'Increases regional tension and necessitates diplomatic efforts for peace.', 'cause': ""Lai's separatist stance and Taiwan's independence push""}",,2025-02-03,,China,,Taiwan Strait,,,24.49173883966648,119.60540174291498
32463,23862,happens_before,,China has ramped up military exercises,"China has increased its military exercises around Taiwan, raising concerns of a potential conflict over the island.",urged the US to stop sending wrong signals,"China warned the US about interactions with Taiwan, emphasizing separatist risks.",0.7108627557754511,Event 'China has ramped up military exercises' happens_before Event 'urged the US to stop sending wrong signals' via COMET: 'China is threatening to invade Taiwan',comet_happens_before,,,,,,,,,,,,
